Nome,Data,Fator de Potência
Navegantes,"17/01/2026, 14:00:00",0.938377778
Navegantes,"17/01/2026, 15:00:00",0.946636111
Navegantes,"17/01/2026, 16:00:00",0.951041667
Navegantes,"17/01/2026, 17:00:00",0.938502778
Navegantes,"17/01/2026, 18:00:00",0.935961111
Navegantes,"17/01/2026, 19:00:00",0.948544444
Navegantes,"17/01/2026, 20:00:00",0.946
Navegantes,"17/01/2026, 21:00:00",0.938658333
Navegantes,"17/01/2026, 22:00:00",0.929602778
Navegantes,"17/01/2026, 23:00:00",0.926675
Navegantes,"18/01/2026, 0:00:00",0.929322222
Navegantes,"18/01/2026, 1:00:00",0.905811111
Navegantes,"18/01/2026, 2:00:00",0.895051403
Navegantes,"18/01/2026, 3:00:00",0.89233817
Navegantes,"18/01/2026, 4:00:00",0.913402778
Navegantes,"18/01/2026, 5:00:00",0.891641667
Navegantes,"18/01/2026, 6:00:00",0.886344444
Navegantes,"18/01/2026, 7:00:00",0.886975
Navegantes,"18/01/2026, 8:00:00",0.926916667
Navegantes,"18/01/2026, 9:00:00",0.959611111
Navegantes,"18/01/2026, 10:00:00",0.942177778
Navegantes,"18/01/2026, 11:00:00",0.937202778
Navegantes,"18/01/2026, 12:00:00",0.943047222
Navegantes,"18/01/2026, 13:00:00",0.949002778
Navegantes,"18/01/2026, 14:00:00",0.942025
Navegantes,"18/01/2026, 15:00:00",0.9392
Navegantes,"18/01/2026, 16:00:00",0.940275
Navegantes,"18/01/2026, 17:00:00",0.93925
Navegantes,"18/01/2026, 18:00:00",0.934719444
Navegantes,"18/01/2026, 19:00:00",0.941955556
Navegantes,"18/01/2026, 20:00:00",0.935613889
Navegantes,"18/01/2026, 21:00:00",0.936316667
Navegantes,"18/01/2026, 22:00:00",0.925736111
Navegantes,"18/01/2026, 23:00:00",0.889708333
Navegantes,"19/01/2026, 0:00:00",0.883363889
Navegantes,"19/01/2026, 1:00:00",0.864561111
Navegantes,"19/01/2026, 2:00:00",0.863886111
Navegantes,"19/01/2026, 3:00:00",0.889693166
Navegantes,"19/01/2026, 4:00:00",0.871322222
Navegantes,"19/01/2026, 5:00:00",0.869636111
Navegantes,"19/01/2026, 6:00:00",0.878591667
Navegantes,"19/01/2026, 7:00:00",0.9031
Navegantes,"19/01/2026, 8:00:00",0.944088889
Navegantes,"19/01/2026, 9:00:00",0.931686111
Navegantes,"19/01/2026, 10:00:00",0.9303
Navegantes,"19/01/2026, 11:00:00",0.920730556
Navegantes,"19/01/2026, 12:00:00",0.918616667
Navegantes,"19/01/2026, 13:00:00",0.915263889
Navegantes,"19/01/2026, 14:00:00",0.924108333
Navegantes,"19/01/2026, 15:00:00",0.935844444
Navegantes,"19/01/2026, 16:00:00",0.952652778
Navegantes,"19/01/2026, 17:00:00",0.918625
Navegantes,"19/01/2026, 18:00:00",0.926435121
Navegantes,"19/01/2026, 19:00:00",0.939025
Navegantes,"19/01/2026, 20:00:00",0.939938889
Navegantes,"19/01/2026, 21:00:00",0.932416667
Navegantes,"19/01/2026, 22:00:00",0.924625
Navegantes,"19/01/2026, 23:00:00",0.909388889
Navegantes,"20/01/2026, 0:00:00",0.908258333
Navegantes,"20/01/2026, 1:00:00",0.916358333
Navegantes,"20/01/2026, 2:00:00",0.913927778
Navegantes,"20/01/2026, 3:00:00",0.903716197
Navegantes,"20/01/2026, 4:00:00",0.901933333
Navegantes,"20/01/2026, 5:00:00",0.89595
Navegantes,"20/01/2026, 6:00:00",0.919588889
Navegantes,"20/01/2026, 7:00:00",0.898788889
Navegantes,"20/01/2026, 8:00:00",0.921425
Navegantes,"20/01/2026, 9:00:00",0.942419444
Navegantes,"20/01/2026, 10:00:00",0.949369444
Navegantes,"20/01/2026, 11:00:00",0.941944444
Navegantes,"20/01/2026, 12:00:00",0.927891667
Navegantes,"20/01/2026, 13:00:00",0.926705556
Navegantes,"20/01/2026, 14:00:00",0.922966667
Navegantes,"20/01/2026, 15:00:00",0.941405556
Navegantes,"20/01/2026, 16:00:00",0.970467737
Navegantes,"20/01/2026, 17:00:00",0.933974166
Navegantes,"20/01/2026, 18:00:00",0.933209808
Navegantes,"20/01/2026, 19:00:00",0.942241715
Navegantes,"20/01/2026, 20:00:00",0.950133817
Navegantes,"20/01/2026, 21:00:00",0.936257652
Navegantes,"20/01/2026, 22:00:00",0.924527197
Navegantes,"20/01/2026, 23:00:00",0.914664252
Navegantes,"21/01/2026, 0:00:00",0.933274903
Navegantes,"21/01/2026, 1:00:00",0.909034059
Navegantes,"21/01/2026, 2:00:00",0.886662956
Navegantes,"21/01/2026, 3:00:00",0.888076063
Navegantes,"21/01/2026, 4:00:00",0.88427894
Navegantes,"21/01/2026, 5:00:00",0.902895323
Navegantes,"21/01/2026, 6:00:00",0.891661083
Navegantes,"21/01/2026, 7:00:00",0.895705146
Navegantes,"21/01/2026, 8:00:00",0.928005022
Navegantes,"21/01/2026, 9:00:00",0.939503902
Navegantes,"21/01/2026, 10:00:00",0.958791178
Navegantes,"21/01/2026, 11:00:00",0.932506266
Navegantes,"21/01/2026, 12:00:00",0.923436541
Navegantes,"21/01/2026, 13:00:00",0.929841358
Navegantes,"21/01/2026, 14:00:00",0.931662011
Navegantes,"21/01/2026, 15:00:00",0.948215779
Navegantes,"21/01/2026, 16:00:00",0.96516183
Navegantes,"21/01/2026, 17:00:00",0.935982739
Navegantes,"21/01/2026, 18:00:00",0.935089087
Navegantes,"21/01/2026, 19:00:00",0.961133721
Navegantes,"21/01/2026, 20:00:00",0.961006466
Navegantes,"21/01/2026, 21:00:00",0.947621968
Navegantes,"21/01/2026, 22:00:00",0.937050139
Navegantes,"21/01/2026, 23:00:00",0.9105247
Navegantes,"22/01/2026, 0:00:00",0.924828548
Navegantes,"22/01/2026, 1:00:00",0.921585264
Navegantes,"22/01/2026, 2:00:00",0.906587744
Navegantes,"22/01/2026, 3:00:00",0.890375877
Navegantes,"22/01/2026, 4:00:00",0.884640067
Navegantes,"22/01/2026, 5:00:00",0.880529543
Navegantes,"22/01/2026, 6:00:00",0.900549512
Navegantes,"22/01/2026, 7:00:00",0.889217488
Navegantes,"22/01/2026, 8:00:00",0.938426184
Navegantes,"22/01/2026, 9:00:00",0.932887402
Navegantes,"22/01/2026, 10:00:00",0.936962942
Navegantes,"22/01/2026, 11:00:00",0.935930362
Navegantes,"22/01/2026, 12:00:00",0.935425384
